Name,Points,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus,Pole_Vault,Javelin,1500m,Event_URL
Marti Soosaar,7012,11.66,7.02,11.8,1.97,50.77,15.48,32.1,4.2,49.09,264.65,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Kristjan Suur,6855,11.21,7.0,9.88,1.82,48.95,14.61,33.4,3.9,38.98,262.4,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Andres Karindi,6612,11.8,6.49,13.81,1.67,52.79,16.06,35.05,4.4,53.53,287.25,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Raul Oja,6566,11.55,6.49,10.49,2.0,50.89,15.72,32.56,3.7,42.9,271.0,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Hendrik Voll,6512,11.75,6.78,12.98,1.97,55.17,15.69,42.41,3.6,47.93,316.92,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Ranel Rünk,6447,11.99,6.73,10.95,1.85,52.55,16.02,34.62,4.2,49.36,294.51,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Jarmo Liiver,6324,11.87,6.62,11.58,1.73,54.23,16.71,34.15,3.8,56.03,276.86,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Taavi Leemet,6312,11.73,6.68,10.52,1.82,50.59,15.46,31.97,3.0,45.54,270.53,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Jüri Naumov,6248,11.28,6.24,12.88,1.73,52.3,16.44,37.22,3.4,39.3,278.81,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Ott Ojanurme,5716,11.45,6.73,6.53,1.97,49.97,17.19,21.26,2.7,33.4,262.21,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Priit Mein,5588,12.09,5.86,11.15,1.76,56.6,17.13,33.75,3.8,46.06,315.85,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Jüri Tiitus,5470,12.13,6.19,11.36,1.73,57.36,17.06,29.76,4.1,38.01,322.73,https://www.decathlon2000.com/785/estonian-championships-tartu-2000/
Indrek Kaseorg,7943,11.39,7.2,14.62,1.94,49.21,14.48,40.92,4.7,65.89,277.29,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Madis Kallas,7019,11.37,6.95,13.21,1.94,52.89,15.51,37.27,4.3,51.49,291.27,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Martin Sigus,6900,11.29,7.22,12.53,1.82,50.07,15.77,30.03,4.4,42.6,275.71,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Hendrik Voll,6529,11.84,6.4,13.37,1.9,53.64,16.14,41.73,3.8,48.19,298.13,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Kristjan Suur,6524,11.48,6.62,10.17,1.74,50.0,15.13,33.78,4.0,39.29,271.97,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Jüri Naumov,6507,11.19,6.39,12.33,1.7,51.0,16.56,36.32,4.1,45.02,284.01,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Tõnis Ukkivi,6289,11.84,7.12,10.27,1.78,53.93,16.16,34.03,3.7,53.49,297.14,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Taavi Leemet,6223,11.77,6.62,10.32,1.78,50.87,15.67,33.45,3.3,42.4,276.86,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Kaupo Kõrven,5829,12.07,6.17,10.28,1.74,52.81,16.87,27.82,3.6,51.15,289.09,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Hannes Simuste,5703,12.36,6.27,11.28,1.74,56.57,18.14,36.73,4.2,49.3,322.25,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Riho Kallaste,5083,12.4,5.74,7.43,1.66,54.1,18.21,28.21,4.1,33.53,297.97,https://www.decathlon2000.com/753/estonian-championships-tartu-2001/
Villu Sepp,7012,11.34,6.65,12.09,1.96,51.44,15.34,37.81,4.25,54.04,293.17,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Ranel Rünk,6887,11.42,6.65,12.35,1.99,52.5,15.76,36.25,4.25,48.37,283.46,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Marti Soosaar,6854,11.58,6.7,11.75,1.9,51.0,15.9,35.67,4.25,41.08,256.74,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Hendrik Voll,6750,11.64,6.64,13.98,1.9,54.23,15.9,47.86,3.85,49.02,309.45,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Jüri Naumov,6561,11.09,6.45,12.45,1.72,51.56,16.09,37.72,4.05,43.3,273.22,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Päärn Brauer,6626,11.9,6.38,14.41,1.84,53.04,17.94,41.58,4.05,52.29,275.36,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Rasmus Kerge,6217,12.47,6.51,11.22,2.05,56.0,17.2,35.52,4.15,46.39,290.68,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Igor Brjuhhov,5883,11.42,7.1,9.9,1.78,53.71,17.8,31.21,3.05,42.13,283.15,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Kristjan Tilk,5595,12.12,5.93,11.94,1.72,56.97,17.84,38.35,3.25,48.18,299.91,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Lauri Luhasalu,5339,11.92,6.4,7.95,1.81,58.5,16.17,28.62,3.85,42.13,344.27,https://www.decathlon2000.com/752/estonian-championships-haapsalu-2002/
Indrek Kaseorg,7804,11.37,7.12,13.47,1.95,50.1,14.62,40.92,4.8,63.5,277.02,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Päärn Brauer,7114,11.62,6.64,14.66,1.86,51.94,16.97,41.35,4.6,51.74,267.75,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Jarmo Liiver,6912,11.73,6.82,12.0,2.01,53.56,15.89,35.37,4.3,57.33,286.01,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Andres Raja,6862,11.39,7.11,12.19,1.92,51.18,15.1,36.18,3.5,52.26,291.82,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Villu Sepp,6786,11.46,6.46,13.38,1.83,51.46,15.09,37.13,4.3,48.84,305.82,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Martin Sigus,6524,11.58,6.68,12.33,1.8,52.18,16.72,34.0,4.0,48.28,276.67,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Gerri Pärson,6354,11.81,6.88,11.13,1.98,56.08,16.15,38.76,4.0,44.83,310.39,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Hendrik Voll,6343,11.77,6.24,13.34,1.83,56.6,16.16,47.91,3.8,52.44,329.57,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Ragnar Linnas,6287,11.75,6.47,10.25,1.71,52.61,16.56,35.19,3.9,51.77,276.73,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Kaupo Kõrven,6071,11.83,6.61,11.16,1.83,53.49,17.36,29.73,3.7,53.97,299.26,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Kuldar Pihlapuu,6049,11.78,6.26,10.09,1.68,51.23,17.44,31.32,4.0,41.35,264.05,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Kristjan Tilk,5971,12.11,6.0,11.46,1.74,55.39,16.96,38.2,3.7,50.92,288.43,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Anti Krik,5829,12.18,6.43,9.81,1.92,54.92,17.26,26.29,3.8,45.68,285.23,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Jonatan Heinap,5491,11.69,6.12,10.01,1.59,51.71,18.37,28.13,3.0,48.54,285.76,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Maiko Aro,5187,11.88,6.02,8.38,1.71,53.68,18.85,26.45,3.2,37.98,282.14,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Andrus Klaar,7000,11.34,6.79,11.5,1.86,49.73,15.49,38.57,4.2,46.4,271.89,https://www.decathlon2000.com/751/estonian-championships-kardla-2003/
Päärn Brauer,7420,11.58,6.95,15.21,1.84,50.52,16.66,44.79,4.7,52.79,268.37,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Andres Raja,7095,11.45,7.24,12.49,1.99,51.5,15.21,37.67,4.0,52.8,293.83,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Tanel Türk,6962,11.68,6.86,13.12,1.75,50.75,16.19,41.9,4.1,54.25,274.5,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Jarmo Liiver,6676,11.85,6.53,12.28,1.81,53.82,16.09,37.42,4.3,58.22,286.98,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Raigo Saar,6573,11.89,7.07,11.89,1.9,50.38,15.35,29.97,3.8,41.4,282.79,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Villu Sepp,6463,11.87,6.78,13.48,1.84,53.09,15.86,37.37,4.0,47.86,319.15,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Priit Koort,6386,12.24,6.65,11.89,2.08,54.77,16.85,34.9,4.1,47.36,298.85,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Andrei Stepanov,6361,12.02,6.59,12.49,1.84,51.52,17.68,42.41,3.4,42.13,268.63,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Ragnar Linnas,6231,11.97,6.45,10.94,1.81,53.13,17.41,36.62,3.8,53.73,284.88,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Jüri Naumov,5930,11.54,6.43,12.36,1.69,53.76,17.68,32.81,3.9,43.57,304.98,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Tarmo Saar,5886,12.56,6.68,11.44,1.93,56.59,16.52,30.91,3.8,47.27,312.95,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Kuldar Pihlapuu,5590,12.21,5.97,8.99,1.69,51.13,19.17,29.18,3.7,40.04,257.0,https://www.decathlon2000.com/708/estonian-championships-rakvere-2004/
Andres Raja,7608,10.95,7.29,13.15,2.0,49.6,14.33,40.22,4.55,51.44,300.75,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Päärn Brauer,7252,11.46,6.67,14.8,1.85,51.04,16.57,42.85,4.45,53.67,267.82,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Krister Altosaar,6996,11.52,7.05,11.97,2.03,51.97,15.32,38.02,4.25,44.11,287.29,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Tarmo Riitmuru,6857,11.48,6.82,12.42,1.94,51.94,15.85,37.75,4.05,51.24,290.73,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Jarmo Liiver,6724,11.95,6.66,12.65,1.88,54.08,15.69,36.42,4.45,54.08,293.76,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Villu Sepp,6698,11.55,7.11,12.52,1.94,53.56,15.33,38.1,4.15,49.89,332.02,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Ragnar Linnas,6414,11.49,6.2,11.14,1.79,51.25,16.01,35.42,4.25,48.62,303.75,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Aary Bogdanov,6141,11.62,6.36,10.9,1.85,53.94,16.25,32.31,3.35,51.9,289.97,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Kristjan Rajamäe,5960,11.83,6.02,11.11,1.79,54.15,16.01,32.61,3.75,38.15,282.16,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Ott Rebane,5864,11.93,6.3,10.33,1.82,55.39,16.76,31.42,4.05,43.3,301.28,https://www.decathlon2000.com/706/estonian-championships-rakvere-2005/
Andres Raja,7809,10.84,7.2,13.1,2.03,49.92,14.11,41.76,4.65,53.94,290.28,https://www.decathlon2000.com/976/estonian-championships-rakvere-2006/
Mikk-Mihkel Arro,7514,11.06,7.11,14.27,1.91,51.8,14.94,39.91,4.55,58.25,290.19,https://www.decathlon2000.com/976/estonian-championships-rakvere-2006/
Krister Altosaar,7240,11.21,6.78,13.0,2.09,51.69,15.08,40.34,4.45,38.74,278.27,https://www.decathlon2000.com/976/estonian-championships-rakvere-2006/
Päärn Brauer,7141,11.57,6.74,14.67,1.85,51.38,16.87,43.83,4.45,50.88,272.25,https://www.decathlon2000.com/976/estonian-championships-rakvere-2006/
Jarmo Liiver,7028,11.66,6.85,12.87,1.94,53.39,15.65,35.82,4.55,55.7,283.7,https://www.decathlon2000.com/976/estonian-championships-rakvere-2006/
Ergo Leibak,6268,11.4,6.4,10.21,1.82,49.55,16.15,30.49,3.05,41.8,259.54,https://www.decathlon2000.com/976/estonian-championships-rakvere-2006/
Maiko Aro,5824,11.65,6.26,8.58,1.76,52.32,16.15,27.34,3.75,37.82,282.23,https://www.decathlon2000.com/976/estonian-championships-rakvere-2006/
Aigar Kukk,7307,11.35,7.3,12.75,1.96,53.44,15.64,39.88,4.8,55.88,294.05,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Gerri Pärson,7280,11.36,7.48,13.23,2.05,53.63,15.47,42.07,4.4,50.95,302.22,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Mikk-Mihkel Arro,7159,11.17,6.93,14.47,1.81,53.26,15.23,42.62,4.3,61.33,315.36,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Kalle Teearu,6993,11.18,6.82,12.0,1.9,51.81,15.04,41.84,4.2,43.37,286.94,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Jarmo Liiver,6659,11.85,6.76,12.18,1.87,54.26,15.91,34.54,4.3,55.47,289.9,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Raigo Saar,6340,11.85,6.7,11.8,1.9,53.88,15.75,31.25,4.0,39.98,284.25,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Ramo Kask,6238,12.2,6.45,11.99,1.84,55.42,16.89,37.26,4.1,51.06,293.67,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Tõnis Lukk,6041,11.89,6.55,11.8,1.84,55.56,16.48,35.88,3.9,50.03,332.53,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Jüri Org,5801,11.37,6.58,11.73,1.72,56.61,15.46,29.36,3.9,41.97,348.93,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Maiko Aro,5477,11.75,6.27,8.85,1.69,54.45,16.61,26.81,3.4,37.65,289.28,https://www.decathlon2000.com/1136/estonian-championships-rakvere-2007/
Mikk Pahapill,8117,11.1,7.35,14.59,1.97,51.95,14.54,47.64,5.02,63.6,280.51,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Mikk-Mihkel Arro,7504,11.08,7.06,14.76,1.91,51.48,14.97,42.4,4.52,58.63,303.75,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Aigar Kukk,7437,11.16,7.33,12.45,2.0,53.03,15.58,39.61,4.82,55.11,285.95,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Päärn Brauer,6794,11.81,6.57,14.5,1.73,52.5,16.91,44.71,4.32,49.01,279.44,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Ramo Kask,6587,11.9,6.29,11.96,1.91,53.65,16.32,39.56,4.12,57.82,297.11,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Juhan Kilumets,6539,11.96,6.72,11.44,2.0,53.8,16.66,38.72,3.92,43.54,273.59,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Jan Jaanson,5677,11.97,6.16,10.42,1.88,54.79,17.66,32.9,3.62,40.28,302.42,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Heiko Kraubner,5112,12.5,5.49,9.73,1.73,55.18,18.04,27.98,3.22,38.18,280.89,https://www.decathlon2000.com/1272/estonian-championships-rakvere-2008/
Indrek Turi,7454,11.6,7.05,13.88,1.98,52.27,14.66,38.19,4.7,54.52,279.52,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Artur Liiv,7405,11.58,7.26,11.89,2.01,49.62,15.3,43.24,3.9,58.78,277.92,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Ramo Kask,6850,12.03,6.42,12.87,1.92,53.15,16.31,40.55,4.5,52.67,276.79,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Juhan Kilumets,6842,11.9,6.72,12.71,2.01,51.77,16.29,36.46,4.0,46.61,265.24,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Allar Saar,6661,11.98,6.71,12.74,1.92,53.92,16.76,37.93,4.5,54.16,301.26,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Kaur Järs,6466,11.66,6.48,11.13,1.8,53.8,15.6,37.19,3.8,60.07,303.74,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Jan Jaanson,5524,12.23,6.17,10.65,1.86,55.04,17.48,30.73,3.5,37.1,300.53,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Atis Vaisjuns,7760,11.53,7.13,14.58,1.98,49.94,14.8,41.76,4.7,59.7,280.45,https://www.decathlon2000.com/1582/estonian-championships-rakvere-2009/
Andres Raja,8020,10.96,7.44,14.4,2.02,49.48,14.02,43.44,4.6,57.95,291.09,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Mikk-Mihkel Arro,7808,11.01,7.31,14.54,1.9,50.83,14.85,45.06,4.6,57.86,280.41,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Tarmo Riitmuru,7694,11.2,7.11,13.51,1.99,50.74,14.91,42.65,4.5,57.65,273.49,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Hendrik Lepik,7410,11.36,7.2,13.63,2.08,52.29,15.73,37.16,4.7,52.19,283.29,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Ramo Kask,7010,11.69,6.7,13.1,1.9,52.94,16.13,40.76,4.2,59.4,279.53,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Juhan Kilumets,6597,11.82,6.61,12.12,1.93,52.92,15.97,34.82,3.9,47.32,274.84,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Marek Korindt,6313,11.42,6.62,10.0,1.87,52.63,16.18,33.65,4.0,44.34,297.02,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Hendrik Themas,6124,11.91,6.26,11.95,1.72,56.4,17.12,40.13,4.4,50.33,310.43,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Allan Pilt,5318,12.58,6.34,10.1,1.69,57.91,18.38,33.49,4.0,43.4,316.2,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Krišjanis Eikens,6426,11.97,6.79,12.37,1.96,51.67,16.13,37.04,3.1,41.29,276.14,https://www.decathlon2000.com/1583/estonian-championships-rakvere-2010/
Risto Lillemets,8133,10.94,7.22,14.96,1.99,50.3,14.69,46.39,4.85,63.84,282.18,https://www.decathlon2000.com/4585/estonian-championships-rakvere-2020/
Kristjan Rosenberg,8299,10.71,7.27,14.59,1.98,48.09,14.79,48.87,4.91,58.85,274.78,https://www.decathlon2000.com/4586/estonian-championships-rakvere-2021/
Janek Õiglane,8056,11.18,7.11,14.95,2.01,51.31,14.92,45.94,5.01,64.91,281.72,https://www.decathlon2000.com/4586/estonian-championships-rakvere-2021/
Karl Robert Saluri,7883,10.59,7.54,14.18,1.77,48.84,15.12,41.07,4.61,55.6,263.52,https://www.decathlon2000.com/4586/estonian-championships-rakvere-2021/
Maicel Uibo,8289,11.24,7.37,14.81,2.1,51.08,14.95,44.94,5.22,64.68,272.17,https://www.decathlon2000.com/4587/estonian-championships-tallinn-2022/
Johannes Erm,8250,10.72,7.32,14.75,1.95,48.07,14.49,45.29,4.82,57.59,268.51,https://www.decathlon2000.com/4587/estonian-championships-tallinn-2022/
Risto Lillemets,8147,10.83,7.03,13.66,1.98,48.95,14.23,43.59,5.02,59.27,270.26,https://www.decathlon2000.com/4587/estonian-championships-tallinn-2022/
Johannes Erm,8424,10.57,7.38,14.9,2.04,46.97,15.16,45.75,4.83,60.11,266.83,https://www.decathlon2000.com/4588/estonian-championships-tallinn-2023/
Kristjan Rosenberg,7798,10.92,7.03,14.37,2.01,49.11,15.38,45.9,4.73,56.01,295.77,https://www.decathlon2000.com/4588/estonian-championships-tallinn-2023/
Hans-Christian Hausenberg,7490,10.74,7.88,13.58,1.89,51.36,14.73,37.4,4.73,56.68,336.09,https://www.decathlon2000.com/4588/estonian-championships-tallinn-2023/
Risto Lillemets,8028,11.07,7.07,14.26,1.98,49.37,14.74,44.71,4.95,60.59,277.55,https://www.decathlon2000.com/4617/estonian-championships-tallinn-2025/
Henri Loose,7706,10.92,7.08,12.75,1.98,48.72,14.99,39.28,4.45,58.25,273.09,https://www.decathlon2000.com/4617/estonian-championships-tallinn-2025/
Aivar Ellam,7449,11.11,6.86,13.99,1.98,50.53,15.37,38.93,4.85,49.53,287.47,https://www.decathlon2000.com/4617/estonian-championships-tallinn-2025/
Ain Arro,7525,11.14,6.99,14.09,1.85,52.13,15.01,45.9,4.7,57.02,290.46,https://www.decathlon2000.com/769/memorial-of-fred-kudu-tartu-1990/
Fredrik Ahlström,7519,11.36,7.41,14.81,1.91,50.08,15.37,42.3,3.6,60.34,270.1,https://www.decathlon2000.com/769/memorial-of-fred-kudu-tartu-1990/
Oleg Kornikov,6951,11.27,6.82,13.51,1.85,52.15,15.25,40.38,4.0,45.9,283.97,https://www.decathlon2000.com/769/memorial-of-fred-kudu-tartu-1990/
Toomas Kivend,6685,11.68,6.46,12.08,1.85,53.93,15.6,41.7,4.2,49.6,288.89,https://www.decathlon2000.com/769/memorial-of-fred-kudu-tartu-1990/
Raido Mägi,6668,11.72,6.57,13.96,2.0,52.32,17.01,35.98,4.1,48.4,294.44,https://www.decathlon2000.com/769/memorial-of-fred-kudu-tartu-1990/
Tomas Andersson,6320,12.05,5.98,11.07,1.82,52.31,16.65,36.52,3.4,58.42,266.74,https://www.decathlon2000.com/769/memorial-of-fred-kudu-tartu-1990/
Raivo Tsopatalo,6078,11.86,6.54,12.38,1.73,54.84,16.89,39.3,3.6,53.68,319.86,https://www.decathlon2000.com/769/memorial-of-fred-kudu-tartu-1990/
Tarmo Adamberg,7429,11.52,6.89,11.57,1.89,51.96,15.36,40.0,4.95,61.0,267.37,https://www.decathlon2000.com/770/memorial-of-fred-kudu-tartu-1991/
